0,ageGroup,artifactUrl,attributions,author,concepts,contentType,createdBy,description,downloadUrl,gradeLevel,identifier,keywords,language,name,objectType,status,subject,variants,content_type,chapter_tag,pred_grades
1860,,https://www.youtube.com/embed/Ki048WD6Ijs?autoplay=1&enablejsapi=1,[k.venkateshu],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,భుజము -కోణము -భుజము నియమము,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253037526368256019019/bhujmu-koonnmu-bhujmu-niymmu_1529668490189_do_31253037526368256019019_1.0.ecar,[Class 7],do_31253037526368256019019,[భుజము -కోణము -భుజము నియమము],[English],భుజము -కోణము -భుజము నియమము,Content,Live,Mathematics,"{u'spine': {u'size': 44152.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253037526368256019019/bhujmu-koonnmu-bhujmu-niymmu_1529668490268_do_31253037526368256019019_1.0_spine.ecar'}}",youtube,"[Quadrilaterals, Understanding Quadrilaterals]","[Class 9, Class 8]"
1861,,https://www.youtube.com/embed/IDAj5T1ST7o?autoplay=1&enablejsapi=1,[Bozeman Science chennel],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,భూగోళం - నీటి వనరులు వీడియో,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530910317690880210591/bhuugoolln-niitti-vnrulu-viiddiyoo_1529668292961_do_312530910317690880210591_1.0.ecar,[Class 7],do_312530910317690880210591,[అడవి - మన జీవితం - మనం ఏమి నేర్చుకొన్నాము],[English],భూగోళం - నీటి వనరులు వీడియో,Content,Live,Science,"{u'spine': {u'size': 53675.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530910317690880210591/bhuugoolln-niitti-vnrulu-viiddiyoo_1529668293094_do_312530910317690880210591_1.0_spine.ecar'}}",youtube,"[Pollution Of Air And Water, Our Environment]","[Class 8, Class 10]"
1862,,https://www.youtube.com/embed/AknweTvJdNc?autoplay=1&enablejsapi=1,[భూమి ఒక అయస్కాంతం],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,భూమి ఒక అయస్కాంతం,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973432741888110117/bhuumi-ok-ayskaantn_1529667557450_do_312530973432741888110117_1.0.ecar,[Class 6],do_312530973432741888110117,[భూమి ఒక అయస్కాంతం],[English],భూమి ఒక అయస్కాంతం,Content,Live,Science,"{u'spine': {u'size': 40023.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973432741888110117/bhuumi-ok-ayskaantn_1529667557534_do_312530973432741888110117_1.0_spine.ecar'}}",youtube,"[Wind, Storms And Cyclones, Pollution Of Air And Water]","[Class 7, Class 8]"
1863,,https://www.youtube.com/embed/Rlsm7aXcYwc?autoplay=1&enablejsapi=1,[makemegenius],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,"భౌతిక ,రసాయనిక మార్పును గుర్తించుట",https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530910452768768210610/bhautik-rsaaynik-maarpunu-gurtincutt_1529668304320_do_312530910452768768210610_1.0.ecar,[Class 7],do_312530910452768768210610,,[English],"భౌతిక ,రసాయనిక మార్పును గుర్తించుట",Content,Live,Science,"{u'spine': {u'size': 53594.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530910452768768210610/bhautik-rsaaynik-maarpunu-gurtincutt_1529668304448_do_312530910452768768210610_1.0_spine.ecar'}}",youtube,"[Physical And Chemical Changes, Materials: Metals And Non-metals]","[Class 7, Class 8]"
1864,,https://www.youtube.com/embed/368U182Y1FY?autoplay=1&enablejsapi=1,[Delta step],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,భౌతిక రసాయన మార్పులు,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253091044756684819772/bhautik-rsaayn-maarpulu_1529668303942_do_31253091044756684819772_1.0.ecar,[Class 7],do_31253091044756684819772,,[English],భౌతిక రసాయన మార్పులు,Content,Live,Science,"{u'spine': {u'size': 53571.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253091044756684819772/bhautik-rsaayn-maarpulu_1529668304038_do_31253091044756684819772_1.0_spine.ecar'}}",youtube,"[Management Of Natural Resources, Force And Pressure]","[Class 10, Class 8]"
1865,,https://www.youtube.com/embed/ANBiI5VTDDc?t=2m19s?autoplay=1&enablejsapi=1,"[OLI-NSS, IITB]",,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,"భ్రమణ సౌష్ట్టవం ,పరిమాణం",https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253037525893120029613/bhrmnn-saussttttvn-primaannn_1529668489764_do_31253037525893120029613_1.0.ecar,[Class 7],do_31253037525893120029613,"[భ్రమణ సౌష్ట్టవం , పరిమాణం]",[English],"భ్రమణ సౌష్ట్టవం ,పరిమాణం",Content,Live,Mathematics,"{u'spine': {u'size': 44186.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253037525893120029613/bhrmnn-saussttttvn-primaannn_1529668489859_do_31253037525893120029613_1.0_spine.ecar'}}",youtube,"[Symmetry, Shapes And Angles]","[Class 6, Class 5]"
1866,,https://www.youtube.com/embed/kRLpDXwZgYk?autoplay=1&enablejsapi=1,[lken Edn],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,మట్టి మన కు జీవన ఆథారం ఆంగ్ల వీడియో,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530910357315584210599/mtttti-mn-ku-jiivn-aathaarn-aangl-viiddiyoo_1529668297876_do_312530910357315584210599_1.0.ecar,[Class 7],do_312530910357315584210599,,[English],మట్టి మన కు జీవన ఆథారం ఆంగ్ల వీడియో,Content,Live,Science,"{u'spine': {u'size': 53597.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530910357315584210599/mtttti-mn-ku-jiivn-aathaarn-aangl-viiddiyoo_1529668297969_do_312530910357315584210599_1.0_spine.ecar'}}",youtube,"[Management Of Natural Resources, Coal And Petroleum]","[Class 10, Class 8]"
1867,,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31253091054325760019775/contributors-list-p.s-1.pdf,,,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,మద్దతుదారులు మరియు సహాయకులు,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253091054325760019775/mddtudaarulu-mriyu-shaaykulu_1529668310669_do_31253091054325760019775_1.0.ecar,[Class 7],do_31253091054325760019775,,[English],మద్దతుదారులు మరియు సహాయకులు,Content,Live,Science,"{u'spine': {u'size': 53495.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253091054325760019775/mddtudaarulu-mriyu-shaaykulu_1529668310819_do_31253091054325760019775_1.0_spine.ecar'}}",pdf,"[Coal And Petroleum, Synthetic Fibres And Plastics]",[Class 8]
1868,,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_312530968678916096110092/contributors-new-6.pdf,,,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,మద్దతుదారులు మరియు సహాయకులు,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530968678916096110092/mddtudaarulu-mriyu-shaaykulu_1529659415761_do_312530968678916096110092_1.0.ecar,[Class 6],do_312530968678916096110092,[మద్దతుదారులు మరియు సహాయకులు],[English],మద్దతుదారులు మరియు సహాయకులు,Content,Live,Mathematics,"{u'spine': {u'size': 83634.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530968678916096110092/mddtudaarulu-mriyu-shaaykulu_1529659415933_do_312530968678916096110092_1.0_spine.ecar'}}",pdf,"[The Fish Tale, Mapping Your Way]",[Class 5]
1869,,https://www.youtube.com/embed/RaHM9FzRmtg?autoplay=1&enablejsapi=1,[Youtube],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,మద్యగతం,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253037486379008018998/mdygtn_1529668371017_do_31253037486379008018998_1.0.ecar,[Class 7],do_31253037486379008018998,[మద్యగతం],[English],మద్యగతం,Content,Live,Mathematics,"{u'spine': {u'size': 44118.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253037486379008018998/mdygtn_1529668371111_do_31253037486379008018998_1.0_spine.ecar'}}",youtube,"[Heron’s Formula, The Triangle and its Properties]","[Class 9, Class 7]"
1870,,https://www.youtube.com/embed/RaHM9FzRmtg?autoplay=1&enablejsapi=1,[YOUTUBE],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,"మధ్యగతము , పౌనఃపున్య విభాజనమునకు మధ్యగతము",https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253023300394188816616/mdhygtmu-paunhpuny-vibhaajnmunku-mdhygtmu_1529570979366_do_31253023300394188816616_1.0.ecar,[Class 9],do_31253023300394188816616,"[మధ్యగతము ,  పౌనఃపున్య విభాజనమునకు మధ్యగతము]",[English],"మధ్యగతము , పౌనఃపున్య విభాజనమునకు మధ్యగతము",Content,Live,Mathematics,"{u'spine': {u'size': 68642.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253023300394188816616/mdhygtmu-paunhpuny-vibhaajnmunku-mdhygtmu_1529570979632_do_31253023300394188816616_1.0_spine.ecar'}}",youtube,"[Heron’s Formula, The Triangle and its Properties]","[Class 9, Class 7]"
1871,,https://www.youtube.com/embed/Nk7UUEY0vZ4?autoplay=1&enablejsapi=1,[Bodhaguru],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,మన చుట్టూ జరిగే మార్పులు,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253091044305305619771/mn-cuttttuu-jrigee-maarpulu_1529668303573_do_31253091044305305619771_1.0.ecar,[Class 7],do_31253091044305305619771,,[English],మన చుట్టూ జరిగే మార్పులు,Content,Live,Science,"{u'spine': {u'size': 53575.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253091044305305619771/mn-cuttttuu-jrigee-maarpulu_1529668303645_do_31253091044305305619771_1.0_spine.ecar'}}",youtube,"[Physical And Chemical Changes, Gravitation]","[Class 7, Class 9]"
1872,,https://www.youtube.com/embed/Mkrzm4U3jzo?autoplay=1&enablejsapi=1,[eduzon.in],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,మన జీవనంపై నేల ప్రభావం వీడియో,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530910380457984210603/mn-jiivnnpai-neel-prbhaavn-viiddiyoo_1529668299627_do_312530910380457984210603_1.0.ecar,[Class 7],do_312530910380457984210603,,[English],మన జీవనంపై నేల ప్రభావం వీడియో,Content,Live,Science,"{u'spine': {u'size': 53595.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530910380457984210603/mn-jiivnnpai-neel-prbhaavn-viiddiyoo_1529668299731_do_312530910380457984210603_1.0_spine.ecar'}}",youtube,"[Soil, Garbage In, Garbage Out]","[Class 7, Class 6]"
1873,,https://www.youtube.com/embed/Nk7UUEY0vZ4?autoplay=1&enablejsapi=1,[bodhaguru],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,మనమేమి నేర్చుకోన్నాం,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530910468571136210612/mnmeemi-neercukoonnaan_1529668305650_do_312530910468571136210612_1.0.ecar,[Class 7],do_312530910468571136210612,,[English],మనమేమి నేర్చుకోన్నాం,Content,Live,Science,"{u'spine': {u'size': 53566.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530910468571136210612/mnmeemi-neercukoonnaan_1529668305716_do_312530910468571136210612_1.0_spine.ecar'}}",youtube,"[Sources Of Energy, Stars And The Solar System]","[Class 10, Class 8]"
1874,,https://www.youtube.com/embed/VPeenlQdIhU?autoplay=1&enablejsapi=1,[మానవ శరీరం కదలికలు],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,మానవ శరీరం కదలికలు,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973905108992110166/maanv-shriirn-kdliklu_1529667879271_do_312530973905108992110166_1.0.ecar,[Class 6],do_312530973905108992110166,[మానవ శరీరం కదలికలు],[English],మానవ శరీరం కదలికలు,Content,Live,Science,"{u'spine': {u'size': 40022.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973905108992110166/maanv-shriirn-kdliklu_1529667879354_do_312530973905108992110166_1.0_spine.ecar'}}",youtube,"[Heat, Friction]","[Class 7, Class 8]"
1875,,https://www.youtube.com/embed/ZHDAzfMapYU?autoplay=1&enablejsapi=1,[మానవ శరీరం కదలికలు],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,మానవ శరీరం కదలికలు,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973898596352110165/maanv-shriirn-kdliklu_1529667878645_do_312530973898596352110165_1.0.ecar,[Class 6],do_312530973898596352110165,[మానవ శరీరం కదలికలు],[English],మానవ శరీరం కదలికలు,Content,Live,Science,"{u'spine': {u'size': 40024.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973898596352110165/maanv-shriirn-kdliklu_1529667878813_do_312530973898596352110165_1.0_spine.ecar'}}",youtube,"[Tissues, Control And Coordination]","[Class 9, Class 10]"
1876,,https://www.youtube.com/embed/ZHDAzfMapYU?autoplay=1&enablejsapi=1,[మానవ శరీరం కదలికలు],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,మానవ శరీరం కదలికలు,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973892345856110164/maanv-shriirn-kdliklu_1529667877850_do_312530973892345856110164_1.0.ecar,[Class 6],do_312530973892345856110164,[మానవ శరీరం కదలికలు],[English],మానవ శరీరం కదలికలు,Content,Live,Science,"{u'spine': {u'size': 40025.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973892345856110164/maanv-shriirn-kdliklu_1529667877936_do_312530973892345856110164_1.0_spine.ecar'}}",youtube,"[Tissues, Control And Coordination]","[Class 9, Class 10]"
1877,,https://www.youtube.com/embed/2m1l6osQ850?autoplay=1&enablejsapi=1,[eduscop],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,మానవుల్లో శ్వాసక్రియ,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530910236581888210572/maanvulloo-shvaaskriy_1529668228012_do_312530910236581888210572_1.0.ecar,[Class 7],do_312530910236581888210572,[నీటి సంరక్షణ],[English],మానవుల్లో శ్వాసక్రియ,Content,Live,Science,"{u'spine': {u'size': 53612.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530910236581888210572/maanvulloo-shvaaskriy_1529668228099_do_312530910236581888210572_1.0_spine.ecar'}}",youtube,"[Getting To Know Plants, Conservatiion Of Plants And Aniimals]","[Class 6, Class 8]"
1878,,https://www.youtube.com/embed/pVfgckeoD78?autoplay=1&enablejsapi=1,[Just Tutors],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,"మిక్కిలిపెద్ద ,చిన్న సంఖ్యలను ప్రామాణిక రూపంలో వ్రాయటం",https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253037516849971219013/mikkilipedd-cinn-snkhylnu-praamaannik-ruupnloo-vraayttn_1529668399001_do_31253037516849971219013_1.0.ecar,[Class 7],do_31253037516849971219013,"[మిక్కిలిపెద్ద , చిన్న సంఖ్యలను ప్రామాణిక రూపంలో వ్రాయటం]",[English],"మిక్కిలిపెద్ద ,చిన్న సంఖ్యలను ప్రామాణిక రూపంలో వ్రాయటం",Content,Live,Mathematics,"{u'spine': {u'size': 44224.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253037516849971219013/mikkilipedd-cinn-snkhylnu-praamaannik-ruupnloo-vraayttn_1529668399067_do_31253037516849971219013_1.0_spine.ecar'}}",youtube,"[Time Goes On, Number Systems]","[Class 3, Class 9]"
1879,,https://www.youtube.com/embed/BbhKO36AiQI?autoplay=1&enablejsapi=1,[ముఖ్యాంశాలు - దారాల నుండి దుస్తుల దాకా],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,ముఖ్యాంశాలు - దారాల నుండి దుస్తుల దాకా,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973706534912211046/mukhyaanshaalu-daaraal-nunddi-dustul-daakaa_1529667682953_do_312530973706534912211046_1.0.ecar,[Class 6],do_312530973706534912211046,[ముఖ్యాంశాలు - దారాల నుండి దుస్తుల దాకా],[English],ముఖ్యాంశాలు - దారాల నుండి దుస్తుల దాకా,Content,Live,Science,"{u'spine': {u'size': 40055.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973706534912211046/mukhyaanshaalu-daaraal-nunddi-dustul-daakaa_1529667683060_do_312530973706534912211046_1.0_spine.ecar'}}",youtube,"[Tissues, Cell — Structure And Functiions]","[Class 9, Class 8]"
1880,,https://www.youtube.com/embed/3rMbvHdJjp4?autoplay=1&enablejsapi=1,[ముఖ్యాంశాలు - నీరు మనకు ప్రాణాధారం],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,ముఖ్యాంశాలు - నీరు మనకు ప్రాణాధారం,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973812948992211057/mukhyaanshaalu-niiru-mnku-praannaadhaarn_1529667768735_do_312530973812948992211057_1.0.ecar,[Class 6],do_312530973812948992211057,[ముఖ్యాంశాలు - నీరు మనకు ప్రాణాధారం],[English],ముఖ్యాంశాలు - నీరు మనకు ప్రాణాధారం,Content,Live,Science,"{u'spine': {u'size': 40050.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973812948992211057/mukhyaanshaalu-niiru-mnku-praannaadhaarn_1529667768878_do_312530973812948992211057_1.0_spine.ecar'}}",youtube,"[Motion And Time, Motion And Measurments Of Distance]","[Class 7, Class 6]"
1881,,https://www.youtube.com/embed/VCI9mLuk5G0?autoplay=1&enablejsapi=1,[ముఖ్యాంశాలు - వర్షం ఎక్కడ నుండి వస్తుంది ?],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,ముఖ్యాంశాలు - వర్షం ఎక్కడ నుండి వస్తుంది ?,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973487497216211030/mukhyaanshaalu-vrssn-ekkdd-nunddi-vstundi_1529667580551_do_312530973487497216211030_1.0.ecar,[Class 6],do_312530973487497216211030,[ముఖ్యాంశాలు - వర్షం ఎక్కడ నుండి వస్తుంది ?],[English],ముఖ్యాంశాలు - వర్షం ఎక్కడ నుండి వస్తుంది ?,Content,Live,Science,"{u'spine': {u'size': 40073.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973487497216211030/mukhyaanshaalu-vrssn-ekkdd-nunddi-vstundi_1529667580644_do_312530973487497216211030_1.0_spine.ecar'}}",youtube,"[Transportation In Animals And Plants, Getting To Know Plants]","[Class 7, Class 6]"
1882,,https://www.youtube.com/embed/M6_GXikpK7g?autoplay=1&enablejsapi=1,[ముఖ్యాంశాలు -ఎలా కొలవాలో నేర్చుకుందాం],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,ముఖ్యాంశాలు -ఎలా కొలవాలో నేర్చుకుందాం,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973882679296211063/mukhyaanshaalu-elaa-kolvaaloo-neercukundaan_1529667876966_do_312530973882679296211063_1.0.ecar,[Class 6],do_312530973882679296211063,[ముఖ్యాంశాలు -ఎలా కొలవాలో నేర్చుకుందాం],[English],ముఖ్యాంశాలు -ఎలా కొలవాలో నేర్చుకుందాం,Content,Live,Science,"{u'spine': {u'size': 40062.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973882679296211063/mukhyaanshaalu-elaa-kolvaaloo-neercukundaan_1529667877061_do_312530973882679296211063_1.0_spine.ecar'}}",youtube,"[Motion And Measurments Of Distance, Motion]","[Class 6, Class 9]"
1883,,https://www.youtube.com/embed/3L4cKDiZECk?autoplay=1&enablejsapi=1,[ముఖ్యాంశాలు -జంతువులు ఏమి తింటాయి],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,ముఖ్యాంశాలు -జంతువులు ఏమి తింటాయి,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973529497600110127/mukhyaanshaalu-jntuvulu-eemi-tinttaayi_1529667584080_do_312530973529497600110127_1.0.ecar,[Class 6],do_312530973529497600110127,[ముఖ్యాంశాలు -జంతువులు ఏమి తింటాయి?],[English],ముఖ్యాంశాలు -జంతువులు ఏమి తింటాయి,Content,Live,Science,"{u'spine': {u'size': 40055.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973529497600110127/mukhyaanshaalu-jntuvulu-eemi-tinttaayi_1529667584185_do_312530973529497600110127_1.0_spine.ecar'}}",youtube,"[The Living Organisms And Their Surroundings, Sources Of Energy]","[Class 6, Class 10]"
1884,,https://www.youtube.com/embed/mXMq-3l5Z18?autoplay=1&enablejsapi=1,[Bodhaguru chennel],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,మురికి నీరు కలుషితమైన నీటిని శుద్ధి చేసే కేంద్రాలు వీడియో,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530910327398400210594/muriki-niiru-klussitmain-niittini-shuddhi-ceesee-keendraalu-viiddiyoo_1529668294070_do_312530910327398400210594_1.0.ecar,[Class 7],do_312530910327398400210594,[మన చుట్టూ జరిగే మార్పులు],[English],మురికి నీరు కలుషితమైన నీటిని శుద్ధి చేసే కేంద్రాలు వీడియో,Content,Live,Science,"{u'spine': {u'size': 53685.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530910327398400210594/muriki-niiru-klussitmain-niittini-shuddhi-ceesee-keendraalu-viiddiyoo_1529668294171_do_312530910327398400210594_1.0_spine.ecar'}}",youtube,"[Is Matter Around Us Pure, Seperations Of Substances]","[Class 9, Class 6]"
1885,,https://www.youtube.com/embed/v-b1nM0RbOs?autoplay=1&enablejsapi=1,[education support system],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,మురుగు కాలువ వ్యవస్థ,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530910337523712210596/murugu-kaaluv-vyvsth_1529668294970_do_312530910337523712210596_1.0.ecar,[Class 7],do_312530910337523712210596,"[భౌతిక , రసాయనిక మార్పును గుర్తించుట]",[English],మురుగు కాలువ వ్యవస్థ,Content,Live,Science,"{u'spine': {u'size': 53649.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530910337523712210596/murugu-kaaluv-vyvsth_1529668295033_do_312530910337523712210596_1.0_spine.ecar'}}",youtube,"[Management Of Natural Resources, Force And Pressure]","[Class 10, Class 8]"
1886,,https://www.youtube.com/embed/u5v6FSuDR6k?autoplay=1&enablejsapi=1,[Lakshmu naidu],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,మూలమట్టం ఉపయోగించి సమాంతర రేఖలు నిర్మించడం,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253023270020710427253/muulmttttn-upyooginci-smaantr-reekhlu-nirmincddn_1529570969585_do_31253023270020710427253_1.0.ecar,[Class 9],do_31253023270020710427253,[మూలమట్టం ఉపయోగించి సమాంతర రేఖలు నిర్మించడం],[English],మూలమట్టం ఉపయోగించి సమాంతర రేఖలు నిర్మించడం,Content,Live,Mathematics,"{u'spine': {u'size': 68649.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253023270020710427253/muulmttttn-upyooginci-smaantr-reekhlu-nirmincddn_1529570969766_do_31253023270020710427253_1.0_spine.ecar'}}",youtube,"[Constructions, Shapes And Angles]","[Class 9, Class 5]"
1887,,https://www.youtube.com/embed/MM7u7luSeok?autoplay=1&enablejsapi=1,[Bodhaguru],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,మైక్రోస్కోప్ తో మట్టి పరిశీలనాంశాలు,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530910362042368210600/maikrooskoop-too-mtttti-prishiilnaanshaalu_1529668298392_do_312530910362042368210600_1.0.ecar,[Class 7],do_312530910362042368210600,,[English],మైక్రోస్కోప్ తో మట్టి పరిశీలనాంశాలు,Content,Live,Science,"{u'spine': {u'size': 53606.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530910362042368210600/maikrooskoop-too-mtttti-prishiilnaanshaalu_1529668298459_do_312530910362042368210600_1.0_spine.ecar'}}",youtube,"[Some Natural Phenomena, Management Of Natural Resources]","[Class 8, Class 10]"
1888,,https://www.youtube.com/embed/Pm71hhyUA3g?autoplay=1&enablejsapi=1,[GREENCROSS TUTORIALS | AGRI POLYTECHNIC | TELUGU],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,మొక్కలలో ప్రత్యుత్పత్తిపై అవగాహన వీడియో,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530910280712192210582/mokklloo-prtyutpttipai-avgaahn-viiddiyoo_1529668232005_do_312530910280712192210582_1.0.ecar,[Class 7],do_312530910280712192210582,[అడవి పై అవగాహన],[English],మొక్కలలో ప్రత్యుత్పత్తిపై అవగాహన వీడియో,Content,Live,Science,"{u'spine': {u'size': 53678.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530910280712192210582/mokklloo-prtyutpttipai-avgaahn-viiddiyoo_1529668232099_do_312530910280712192210582_1.0_spine.ecar'}}",youtube,"[How Do Organisms Reproduce?, Reproduction In Plants]","[Class 10, Class 7]"
1889,,https://www.youtube.com/embed/UnSfz3uSMZA?autoplay=1&enablejsapi=1,[p5scincps],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,మొక్కలలో శ్వాసక్రియ,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253091024625664019752/mokklloo-shvaaskriy_1529668229032_do_31253091024625664019752_1.0.ecar,[Class 7],do_31253091024625664019752,[నెల మనజీవనం],[English],మొక్కలలో శ్వాసక్రియ,Content,Live,Science,"{u'spine': {u'size': 53607.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253091024625664019752/mokklloo-shvaaskriy_1529668229129_do_31253091024625664019752_1.0_spine.ecar'}}",youtube,"[How Do Organisms Reproduce?, Reproduction In Plants]","[Class 10, Class 7]"
