,Board,Chapter - Concept Name,Chapter Concept Name,Chapter Name,Chapter No.,Ekstep Comments,Ekstep comments,Grade,Keywords,Medium,Netscribes Comments,Netscribes comments,State/Centre,Sub-Topic,Subject,Textbook Name,Topic - Concept Name,Topic Name,Type
779,,Algebraic Expressions,,Algebraic Expressions,12,,,Class 7,"algebraic expression, formula, rule, perimeter formula, area formula, pentagon, equilateral triangle, number pattern, geometry",English,,,,,Mathematics,Mathematics,"Algebraic Expressions, Formulas And Rules",Using Algebraic Expressions – Formulas And Rules,
780,,Algebraic Expressions,,Algebraic Expressions,12,,,Class 7,"perimeter, equilateral triangle, square, regular pentagon",English,,,,Perimeter formulas,Mathematics,Mathematics,"Algebraic Expressions, Formulas And Rules",Using Algebraic Expressions – Formulas And Rules,
781,,Algebraic Expressions,,Algebraic Expressions,12,,,Class 7,"area, square, rectangle, length, breadth",English,,,,Area formulas,Mathematics,Mathematics,"Algebraic Expressions, Formulas And Rules",Using Algebraic Expressions – Formulas And Rules,
782,,Algebraic Expressions,,Algebraic Expressions,12,,,Class 7,"natural number, successor, even number, odd number",English,,,,Rules for number patterns,Mathematics,Mathematics,"Algebraic Expressions, Formulas And Rules",Using Algebraic Expressions – Formulas And Rules,
783,,Algebraic Expressions,,Algebraic Expressions,12,,,Class 7,"pattern, number, multiple, increasing order",English,,,,Some more number patterns,Mathematics,Mathematics,"Algebraic Expressions, Formulas And Rules",Using Algebraic Expressions – Formulas And Rules,
784,,Algebraic Expressions,,Algebraic Expressions,12,,,Class 7,"diagonal, patter, geometry, quadrilateral, heptagon",English,,,,Pattern in geometry,Mathematics,Mathematics,"Algebraic Expressions, Formulas And Rules",Using Algebraic Expressions – Formulas And Rules,
785,,Exponents and Powers,,Exponents And Powers,13,,,Class 7,"exponent, power",English,,,,,Mathematics,Mathematics,Exponents And Powers - Introduction,Introduction,
786,,Exponents and Powers,,Exponents And Powers,13,,,Class 7,"fourth power, prime factor, odd, even",English,,,,,Mathematics,Mathematics,Exponents,Exponents,
787,,Exponents and Powers,,Exponents And Powers,13,,,Class 7,"exponent, power",English,,,,Multiplying Powers with the Same Base,Mathematics,Mathematics,Laws Of Exponents,Laws Of Exponents,
788,,Exponents and Powers,,Exponents And Powers,13,,,Class 7,power,English,,,,Dividing Powers with the Same Base,Mathematics,Mathematics,Laws Of Exponents,Laws Of Exponents,
789,,Exponents and Powers,,Exponents And Powers,13,,,Class 7,power,English,,,,Taking Power of a Power,Mathematics,Mathematics,Laws Of Exponents,Laws Of Exponents,
790,,Exponents and Powers,,Exponents And Powers,13,,,Class 7,"power, exponent",English,,,,Multiplying Powers with the Same Exponents,Mathematics,Mathematics,Laws Of Exponents,Laws Of Exponents,
791,,Exponents and Powers,,Exponents And Powers,13,,,Class 7,"power, exponent, integer, exponent zero",English,,,,Dividing Powers with the Same Exponents,Mathematics,Mathematics,Laws Of Exponents,Laws Of Exponents,
792,,Exponents and Powers,,Exponents And Powers,13,,,Class 7,exponential form,English,,,,,Mathematics,Mathematics,Laws Of Exponents,Miscellaneous Examples Using The Laws Of Exponents,
793,,Exponents and Powers,,Exponents And Powers,13,,,Class 7,decimal number system,English,,,,,Mathematics,Mathematics,Decimal Number System,Decimal Number System,
794,,Exponents and Powers,,Exponents And Powers,13,,,Class 7,"large number, standard form",English,,,,,Mathematics,Mathematics,Large Numbers In The Standard Form,Expressing Large Numbers In The Standard Form,
795,,Symmetry,,Symmetry,14,,,Class 7,"Symmetry, geometrical concept, line symmetry",English,,,,,Mathematics,Mathematics,Symmetry - Introduction,Introduction,
796,,Symmetry,,Symmetry,14,,,Class 7,"polygon, line segment, length, equilateral triangle, square, diagonal, pentagon, hexagon, line of symmetry",English,,,,,Mathematics,Mathematics,Lines Of Symmetry For Regular Polygons,Lines Of Symmetry For Regular Polygons,
797,,Symmetry,,Symmetry,14,,,Class 7,"centre of rotation, angle of rotation, rotational symmetry, four position, order 4",English,,,,,Mathematics,Mathematics,Rotational Symmetry,Rotational Symmetry,
798,,Symmetry,,Symmetry,14,,,Class 7,"line symmetry, rotational symmetry, line symmetry",English,,,,,Mathematics,Mathematics,Line Symmetry And Rotational Symmetry,Line Symmetry And Rotational Symmetry,
799,,Solid Shapes,,Visualising Solid Shapes,15,,,Class 7,"plane figure, solid shape, dimension, Cuboid, Cylinder, Cube, Sphere, Pyramid, Cone, Quadrilateral, Square, Rectangle, Triangle",English,,,,,Mathematics,Mathematics,Plane Figures And Solid Shapes - Introduction,Introduction: Plane Figures And Solid Shapes,
800,,Solid Shapes,,Visualising Solid Shapes,15,,,Class 7,"face, edge, vertex, triangle",English,,,,,Mathematics,Mathematics,"Faces, Edges And Vertices","Faces, Edges And Vertices",
801,,Solid Shapes,,Visualising Solid Shapes,15,,,Class 7,"net, skeleton-outline, 3D, 2D",English,,,,,Mathematics,Mathematics,3-d Shapes,Nets For Building 3-d Shapes,
802,,Solid Shapes,,Visualising Solid Shapes,15,,,Class 7,"Oblique , flat surface, front, opposite, isometric sheet",English,,,,Oblique Sketches,Mathematics,Mathematics,Drawing Solids,Drawing Solids On A Flat Surface,
803,,Solid Shapes,,Visualising Solid Shapes,15,,,Class 7,"isometric dot sheet, front face, parallel line segment, cuboid",English,,,,Isometric Sketches,Mathematics,Mathematics,Drawing Solids,Drawing Solids On A Flat Surface,
804,,Solid Shapes,,Visualising Solid Shapes,15,,,Class 7,"solid object, combined shape",English,,,,Visualising Solid Objects,Mathematics,Mathematics,Drawing Solids,Drawing Solids On A Flat Surface,
805,,Solid Shapes,,Visualising Solid Shapes,15,,,Class 7,"view, object, cutting, slicing, cross section",English,,,,One Way to View an Object is by Cutting or Slicing,Mathematics,Mathematics,Sections Of A Solid,Viewing Different Sections Of A Solid,
806,,Solid Shapes,,Visualising Solid Shapes,15,,,Class 7,"shadow play, front , Cone",English,,,,Another Way is by Shadow Play,Mathematics,Mathematics,Sections Of A Solid,Viewing Different Sections Of A Solid,
807,,Solid Shapes,,Visualising Solid Shapes,15,,,Class 7,"angle, view, solid, side",English,,,,A Third Way is by Looking at it from Certain Angles to Get Different Views,Mathematics,Mathematics,Sections Of A Solid,Viewing Different Sections Of A Solid,
808,,Rational Numbers,,Rational Numbers,1,,,Class 8,"Rational Number, Natural Number, Whole Number, Integer, Positive, Negative, Zero",English,,,,,Mathematics,Mathematics,Properties of Rational Numbers - Introduction,Introduction,
809,,Rational Numbers,,Rational Numbers,1,,,Class 8,"Integer, Addition, Subtraction, Multiplication, Division, not closed",English,,,,Closure - Rational numbers,Mathematics,Mathematics,Properties of Rational Numbers,Properties of Rational Numbers,
810,,Rational Numbers,,Rational Numbers,1,,,Class 8,"commutative, whole number, natural number, Addition, Subtraction, Multiplication, Division",English,,,,Commutativity - Whole numbers,Mathematics,Mathematics,Properties of Rational Numbers,Properties of Rational Numbers,
811,,Rational Numbers,,Rational Numbers,1,,,Class 8,"integer, commutative, whole number, natural number, Addition, Subtraction, Multiplication, Division",English,,,,Commutativity - Integers,Mathematics,Mathematics,Properties of Rational Numbers,Properties of Rational Numbers,
812,,Rational Numbers,,Rational Numbers,1,,,Class 8,"rational number, addition, commutative",English,,,,Commutativity - Rational numbers - Addition,Mathematics,Mathematics,Properties of Rational Numbers,Properties of Rational Numbers,
813,,Rational Numbers,,Rational Numbers,1,,,Class 8,"rational number, Subtraction, commutative",English,,,,Commutativity - Rational numbers - Subtraction,Mathematics,Mathematics,Properties of Rational Numbers,Properties of Rational Numbers,
814,,Rational Numbers,,Rational Numbers,1,,,Class 8,"rational number, Multiplication, commutative",English,,,,Commutativity - Rational numbers - Multiplication,Mathematics,Mathematics,Properties of Rational Numbers,Properties of Rational Numbers,
815,,Rational Numbers,,Rational Numbers,1,,,Class 8,"rational number, Division, not commutative",English,,,,Commutativity - Rational numbers - Division,Mathematics,Mathematics,Properties of Rational Numbers,Properties of Rational Numbers,
816,,Rational Numbers,,Rational Numbers,1,,,Class 8,"Whole number, associative, Addition, Subtraction, Multiplication, Division",English,,,,Associativity - Whole numbers,Mathematics,Mathematics,Properties of Rational Numbers,Properties of Rational Numbers,
817,,Rational Numbers,,Rational Numbers,1,,,Class 8,"Integer, associative, Addition, Subtraction, Multiplication, Division, not associative",English,,,,Associativity - Integers,Mathematics,Mathematics,Properties of Rational Numbers,Properties of Rational Numbers,
818,,Rational Numbers,,Rational Numbers,1,,,Class 8,"rational number, addition, associative",English,,,,Associativity - Rational numbers - Addition,Mathematics,Mathematics,Properties of Rational Numbers,Properties of Rational Numbers,
819,,Rational Numbers,,Rational Numbers,1,,,Class 8,"rational number, Subtraction, not associative",English,,,,Associativity - Rational numbers - Subtraction,Mathematics,Mathematics,Properties of Rational Numbers,Properties of Rational Numbers,
820,,Rational Numbers,,Rational Numbers,1,,,Class 8,"rational number, Multiplication, associative",English,,,,Associativity - Rational numbers - Multiplication,Mathematics,Mathematics,Properties of Rational Numbers,Properties of Rational Numbers,
821,,Rational Numbers,,Rational Numbers,1,,,Class 8,"rational number, Division, not associative",English,,,,Associativity - Rational numbers - Division,Mathematics,Mathematics,Properties of Rational Numbers,Properties of Rational Numbers,
822,,Rational Numbers,,Rational Numbers,1,,,Class 8,"zero, whole number, integer, rational number, addition, identity",English,,,,The role of zero (0),Mathematics,Mathematics,Properties of Rational Numbers,Properties of Rational Numbers,
823,,Rational Numbers,,Rational Numbers,1,,,Class 8,"multiplicative identity, rational number",English,,,,The role of 1,Mathematics,Mathematics,Properties of Rational Numbers,Properties of Rational Numbers,
824,,Rational Numbers,,Rational Numbers,1,,,Class 8,"negative, additive inverse, integer",English,,,,Negative of a number,Mathematics,Mathematics,Properties of Rational Numbers,Properties of Rational Numbers,
825,,Rational Numbers,,Rational Numbers,1,,,Class 8,"rational number, product, reciprocal, multiplicative inverse",English,,,,Reciprocal,Mathematics,Mathematics,Properties of Rational Numbers,Properties of Rational Numbers,
826,,Rational Numbers,,Rational Numbers,1,,,Class 8,"Distributivity, multiplication, addition, rational number, product, sum, difference, additive inverse",English,,,,Distributivity of multiplication over addition for rational numbers,Mathematics,Mathematics,Properties of Rational Numbers,Properties of Rational Numbers,
827,,Rational Numbers,,Rational Numbers,1,,,Class 8,"Natural number, Whole number, Integer, Rational number, indefinitely, point, number line",English,,,,,Mathematics,Mathematics,Representation of Rational Numbers,Representation of Rational Numbers on the Number Line,
828,,Rational Numbers,,Rational Numbers,1,,,Class 8,"natural number, integer, rational number, definite, countless",English,,,,,Mathematics,Mathematics,Representation of Rational Numbers,Rational Numbers between Two Rational Numbers,
829,,Linear Equations in One Variable,,Linear Equations in One Variable,2,,,Class 8,"algebraic expression, equation, equality, linear equation, variable, Left Hand Side, Right Hand Side, solution",English,,,,,Mathematics,Mathematics,Linear Equations In One Variable - Introduction,Introduction,
830,,Linear Equations in One Variable,,Linear Equations in One Variable,2,,,Class 8,"rational number, equation, linear expression",English,,,,,Mathematics,Mathematics,Solving Equations,Solving Equations which have Linear Expressions on one Side and Numbers on the other Side,
831,,Linear Equations in One Variable,,Linear Equations in One Variable,2,,,Class 8,"application, twice, rational number",English,,,,,Mathematics,Mathematics,Word problems for linear equations,Some Applications,
832,,Linear Equations in One Variable,,Linear Equations in One Variable,2,,,Class 8,"equation, variable, expression",English,,,,,Mathematics,Mathematics,Solving Equations having the Variable on both Sides,Solving Equations having the Variable on both Sides,
833,,Linear Equations in One Variable,,Linear Equations in One Variable,2,,,Class 8,"two-digit number, application",English,,,,,Mathematics,Mathematics,Equations having the Variable on both Sides,Some More Applications,
834,,Linear Equations in One Variable,,Linear Equations in One Variable,2,,,Class 8,"equation, simpler form, denominator",English,,,,,Mathematics,Mathematics,Reducing Equations to Simpler Form,Reducing Equations to Simpler Form,
835,,Linear Equations in One Variable,,Linear Equations in One Variable,2,,,Class 8,"equation, reducable form, linear equation",English,,,,,Mathematics,Mathematics,Equations Reducible to the Linear Form,Equations Reducible to the Linear Form,
836,,Quadrilaterals,,Understanding Quadrilaterals,3,,,Class 8,"plane surface, plane curve, Simple closed curve, Simple curve",English,,,,,Mathematics,Mathematics,Understanding Quadrilaterals - Introduction,Introduction,
837,,Quadrilaterals,,Understanding Quadrilaterals,3,,,Class 8,"polygon, Curve",English,,,,,Mathematics,Mathematics,Polygons,Polygons,
838,,Quadrilaterals,,Understanding Quadrilaterals,3,,,Class 8,"polygon, Triangle, Quadrilateral, Pentagon, Hexagon, Heptagon, Octagon, Nonagon, Decagon",English,,,,Classification of polygons,Mathematics,Mathematics,Polygons,Polygons,
839,,Quadrilaterals,,Understanding Quadrilaterals,3,,,Class 8,"diagonal, non-consecutive, vertices, interior, exterior",English,,,,Diagonals,Mathematics,Mathematics,Polygons,Polygons,
840,,Quadrilaterals,,Understanding Quadrilaterals,3,,,Class 8,"Convex polygon, Concave polygon",English,,,,Convex and concave polygons,Mathematics,Mathematics,Polygons,Polygons,
841,,Quadrilaterals,,Understanding Quadrilaterals,3,,,Class 8,"regular polygon, equiangular, equilateral, equal length, equilateral triangle, Rectangle, Square,Rhombus",English,,,,Regular and irregular polygons,Mathematics,Mathematics,Polygons,Polygons,
842,,Quadrilaterals,,Understanding Quadrilaterals,3,,,Class 8,"angle sum property, triangle, quadrilateral",English,,,,Angle sum property,Mathematics,Mathematics,Polygons,Polygons,
843,,Quadrilaterals,,Understanding Quadrilaterals,3,,,Class 8,"exterior angle, interior angle",English,,,,,Mathematics,Mathematics,Sum of the Measures of the Exterior Angles of a Polygon,Sum of the Measures of the Exterior Angles of a Polygon,
844,,Quadrilaterals,,Understanding Quadrilaterals,3,,,Class 8,"Trapezium, quadrilateral, parallel side",English,,,,Trapezium,Mathematics,Mathematics,Kinds of Quadrilaterals,Kinds of Quadrilaterals,
845,,Quadrilaterals,,Understanding Quadrilaterals,3,,,Class 8,"Kite, quadrilateral, distinct consecutive pair, equal length",English,,,,Kite,Mathematics,Mathematics,Kinds of Quadrilaterals,Kinds of Quadrilaterals,
846,,Quadrilaterals,,Understanding Quadrilaterals,3,,,Class 8,"parallelogram, quadrilateral, parallel line, opposite side, adjacent side",English,,,,Parallelogram,Mathematics,Mathematics,Kinds of Quadrilaterals,Kinds of Quadrilaterals,
847,,Quadrilaterals,,Understanding Quadrilaterals,3,,,Class 8,"parallelogram, opposite angle,equal measure, supplementary angle, adjacent angle",English,,,,Angles of a parallelogram,Mathematics,Mathematics,Kinds of Quadrilaterals,Kinds of Quadrilaterals,
848,,Quadrilaterals,,Understanding Quadrilaterals,3,,,Class 8,"diagonal, parallelogram, equal length, bisect",English,,,,Diagonals of a parallelogram,Mathematics,Mathematics,Kinds of Quadrilaterals,Kinds of Quadrilaterals,
849,,Quadrilaterals,,Understanding Quadrilaterals,3,,,Class 8,"Rhombus, parallelogram, diagonal, perpendicular bisector",English,,,,Rhombus,Mathematics,Mathematics,Some Special Parallelograms,Some Special Parallelograms,
850,,Quadrilaterals,,Understanding Quadrilaterals,3,,,Class 8,"rectangle, parallelogram, equal angle, equiangular, right angle,equal length",English,,,,A rectangle,Mathematics,Mathematics,Special Parallelograms,Some Special Parallelograms,
851,,Quadrilaterals,,Understanding Quadrilaterals,3,,,Class 8,"square, rectangle, equal side, perpendicular",English,,,,A square,Mathematics,Mathematics,Special Parallelograms,Some Special Parallelograms,
852,,Practical Geometry,,Practical Geometry,4,,,Class 8,"triangle, measurement, closed figure, quadrilateral",English,,,,,Mathematics,Mathematics,Practical Geometry - Introduction,Introduction,
853,,Practical Geometry,,Practical Geometry,4,,,Class 8,"quadrilateral, diagonal, side, included angle",English,,,,,Mathematics,Mathematics,Construction of a Quadrilateral,Constructing a Quadrilateral,
854,,Practical Geometry,,Practical Geometry,4,,,Class 8,"side, length, diagonal, quadrilateral",English,,,,When the lengths of four sides and a diagonal are given,Mathematics,Mathematics,Construction of a Quadrilateral,Constructing a Quadrilateral,
855,,Practical Geometry,,Practical Geometry,4,,,Class 8,"side, length, diagonal, quadrilateral",English,,,,When two diagonals and three sides are given,Mathematics,Mathematics,Construction of a Quadrilateral,Constructing a Quadrilateral,
856,,Practical Geometry,,Practical Geometry,4,,,Class 8,"side, length, adjacent side, quadrilateral",English,,,,When two adjacent sides and three angles are known,Mathematics,Mathematics,Construction of a Quadrilateral,Constructing a Quadrilateral,
857,,Practical Geometry,,Practical Geometry,4,,,Class 8,"side, included angle",English,,,,When three sides and two included angles are given,Mathematics,Mathematics,Construction of a Quadrilateral,Constructing a Quadrilateral,
858,,Practical Geometry,,Practical Geometry,4,,,Class 8,"quadrilateral, measurement, rhombus, perpendicular bisector",English,,,,,Mathematics,Mathematics,Some Special Cases,Some Special Cases,
859,,Data Handling,,Data Handling,5,,,Class 8,"data, graphically",English,,,,,Mathematics,Mathematics,Data Collection and Representation,Looking for Information,
860,,Data Handling,,Data Handling,5,,,Class 8,"Pictorial representation, data",English,,,,A Pictograph,Mathematics,Mathematics,Data Collection and Representation,Looking for Information,
861,,Data Handling,,Data Handling,5,,,Class 8,"bar, uniform width, height, proportional",English,,,,A bar graph,Mathematics,Mathematics,Data Collection and Representation,Looking for Information,
862,,Data Handling,,Data Handling,5,,,Class 8,bar graph,English,,,,Double Bar Graph,Mathematics,Mathematics,Data Collection and Representation,Looking for Information,
863,,Data Handling,,Data Handling,5,,,Class 8,"raw data, Tally Mark, frequency, frequency distribution",English,,,,,Mathematics,Mathematics,Data Organisation,Organising Data,
864,,Data Handling,,Data Handling,5,,,Class 8,"frequency distribution, data, grouping, Tally Mark, Frequency, grouped, grouped frequency distribution, Class Interval, lower class limit, upper class limit, width, size",English,,,,,Mathematics,Mathematics,Data Grouping,Grouping Data,
865,,Data Handling,,Data Handling,5,,,Class 8,"bar, difference, grouped frequency distribution, height, frequency, histogram",English,,,,Bars with a difference,Mathematics,Mathematics,Data Grouping,Grouping Data,
866,,Data Handling,,Data Handling,5,,,Class 8,"circle graph, pie chart",English,,,,,Mathematics,Mathematics,Circle Graph or Pie Chart,Circle Graph or Pie Chart,
867,,Data Handling,,Data Handling,5,,,Class 8,"pie chart, central angle, sector, fraction",English,,,,Drawing pie charts,Mathematics,Mathematics,Circle Graph or Pie Chart,Circle Graph or Pie Chart,
868,,Data Handling,,Data Handling,5,,,Class 8,"chance, probabiltiy",English,,,,,Mathematics,Mathematics,Chance and Probability,Chance and Probability,
869,,Data Handling,,Data Handling,5,,,Class 8,"random experiment, outcome",English,,,,Getting a result,Mathematics,Mathematics,Chance and Probability,Chance and Probability,
870,,Data Handling,,Data Handling,5,,,Class 8,"Equally likely outcome, Tally mark, Number of head, Number of tail, Number of toss",English,,,,Equally likely outcomes,Mathematics,Mathematics,Chance and Probability,Chance and Probability,
871,,Data Handling,,Data Handling,5,,,Class 8,"linking chance, probability",English,,,,Linking chances to probability,Mathematics,Mathematics,Chance and Probability,Chance and Probability,
872,,Data Handling,,Data Handling,5,,,Class 8,"event, experiment, outcome",English,,,,Outcomes as events,Mathematics,Mathematics,Chance and Probability,Chance and Probability,
873,,Data Handling,,Data Handling,5,,,Class 8,"chance, probabiltiy, real life",English,,,,Chance and probability related to real life,Mathematics,Mathematics,Chance and Probability,Chance and Probability,
874,,Squares and Square Roots,,Squares and Square Roots,6,,,Class 8,"square number, perfect square",English,,,,,Mathematics,Mathematics,Squares And Square Roots - Introduction,Introduction,
875,,Squares and Square Roots,,Squares and Square Roots,6,,,Class 8,"square, number, digit",English,,,,,Mathematics,Mathematics,Properties of Square Numbers,Properties of Square Numbers,
876,,Squares and Square Roots,,Squares and Square Roots,6,,,Class 8,"triangular number, pattern",English,,,,Adding triangular numbers,Mathematics,Mathematics,Some More Interesting Patterns,Some More Interesting Patterns,
877,,Squares and Square Roots,,Squares and Square Roots,6,,,Class 8,square number,English,,,,Numbers between square numbers,Mathematics,Mathematics,Some More Interesting Patterns,Some More Interesting Patterns,
878,,Squares and Square Roots,,Squares and Square Roots,6,,,Class 8,"odd number, sum, natural number, perfect square, successive",English,,,,Adding odd numbers,Mathematics,Mathematics,Some More Interesting Patterns,Some More Interesting Patterns,
879,,Squares and Square Roots,,Squares and Square Roots,6,,,Class 8,"consecutive, natural number, second number",English,,,,A sum of consecutive natural numbers,Mathematics,Mathematics,Some More Interesting Patterns,Some More Interesting Patterns,
880,,Squares and Square Roots,,Squares and Square Roots,6,,,Class 8,"product, consecutive, odd, even, natural number",English,,,,Product of two consecutive even or odd natural numbers,Mathematics,Mathematics,Some More Interesting Patterns,Some More Interesting Patterns,
881,,Squares and Square Roots,,Squares and Square Roots,6,,,Class 8,"pattern, square number",English,,,,Some more patterns in square numbers,Mathematics,Mathematics,Patterns,Some More Interesting Patterns,
882,,Squares and Square Roots,,Squares and Square Roots,6,,,Class 8,"Square, small number, multiplication",English,,,,,Mathematics,Mathematics,Square of a Number,Finding the Square of a Number,
883,,Squares and Square Roots,,Squares and Square Roots,6,,,Class 8,"pattern, square",English,,,,Other patterns in squares,Mathematics,Mathematics,Square of a Number,Finding the Square of a Number,
884,,Squares and Square Roots,,Squares and Square Roots,6,,,Class 8,"Pythagorean triplet, smallest member",English,,,,Pythagorean triplets,Mathematics,Mathematics,Square of a Number,Finding the Square of a Number,
885,,Squares and Square Roots,,Squares and Square Roots,6,,,Class 8,"Pythagoras theorem, square root",English,,,,,Mathematics,Mathematics,Square Roots,Square Roots,
886,,Squares and Square Roots,,Squares and Square Roots,6,,,Class 8,"inverse, addition, subtraction, multiplication, division, square root",English,,,,Finding square roots,Mathematics,Mathematics,Square Roots,Square Roots,
887,,Squares and Square Roots,,Squares and Square Roots,6,,,Class 8,"odd, natural number, square root, repeated subtraction",English,,,,Finding square root through repeated subtraction,Mathematics,Mathematics,Square Roots,Square Roots,
888,,Squares and Square Roots,,Squares and Square Roots,6,,,Class 8,"prime factorisation, square root",English,,,,Finding square root through prime factorisation,Mathematics,Mathematics,Square Roots,Square Roots,
889,,Squares and Square Roots,,Squares and Square Roots,6,,,Class 8,"large, square root, prime factorisation, Long Division Method",English,,,,Finding square root by division method,Mathematics,Mathematics,Square Roots,Square Roots,
890,,Squares and Square Roots,,Squares and Square Roots,6,,,Class 8,"square root, decimal number, integral part",English,,,,,Mathematics,Mathematics,Square Roots of Decimals,Square Roots of Decimals,
891,,Squares and Square Roots,,Squares and Square Roots,6,,,Class 8,"estimate, square root",English,,,,,Mathematics,Mathematics,Square Root Estimation,Estimating Square Root,
892,,Cubes and Cube Roots,,Cubes and Cube Roots,7,,,Class 8,"dull number, cube, cube root",English,,,,,Mathematics,Mathematics,Cubes And Cube Roots - Introduction,Introduction,
893,,Cubes and Cube Roots,,Cubes and Cube Roots,7,,,Class 8,"perfect cube, cube number",English,,,,,Mathematics,Mathematics,Cubes,Cubes,
894,,Cubes and Cube Roots,,Cubes and Cube Roots,7,,,Class 8,"sum, odd number, consecutive",English,,,,Some interesting patterns - Adding consecutive odd numbers,Mathematics,Mathematics,Cubes,Cubes,
895,,Cubes and Cube Roots,,Cubes and Cube Roots,7,,,Class 8,"prime factorisation, cube",English,,,,Some interesting patterns - Cubes and their prime factors,Mathematics,Mathematics,Cubes,Cubes,
896,,Cubes and Cube Roots,,Cubes and Cube Roots,7,,,Class 8,"smallest natural number, multiple, perfect cube",English,,,,Smallest multiple that is a perfect cube,Mathematics,Mathematics,Cubes,Cubes,
897,,Cubes and Cube Roots,,Cubes and Cube Roots,7,,,Class 8,"cube-root, length, side",English,,,,,Mathematics,Mathematics,Cube Roots,Cube Roots,
898,,Cubes and Cube Roots,,Cubes and Cube Roots,7,,,Class 8,"cube root, Prime factorisation",English,,,,Cube root through prime factorisation method,Mathematics,Mathematics,Cube Roots,Cube Roots,
899,,Cubes and Cube Roots,,Cubes and Cube Roots,7,,,Class 8,"cube number, cube root",English,,,,Cube root of a cube number,Mathematics,Mathematics,Cube Roots,Cube Roots,
900,,Different Quantities,,Comparing Quantities,8,,,Class 8,"ratio, percentage, unitary method",English,,,,,Mathematics,Mathematics,Ratios and Percentages,Recalling Ratios and Percentages,
901,,Different Quantities,,Comparing Quantities,8,,,Class 8,"percentage, decrease, Increase, subtraction, original price",English,,,,,Mathematics,Mathematics,Increase or Decrease Per cent,Finding the Increase or Decrease Per cent,
902,,Different Quantities,,Comparing Quantities,8,,,Class 8,"Discount, reduction, Marked Price, Sale price",English,,,,,Mathematics,Mathematics,Discounts,Finding Discounts,
903,,Different Quantities,,Comparing Quantities,8,,,Class 8,"discount, percentage",English,,,,Estimation in percentages,Mathematics,Mathematics,Discounts,Finding Discounts,
904,,Different Quantities,,Comparing Quantities,8,,,Class 8,"Price, Profit, Loss",English,,,,,Mathematics,Mathematics,"Prices Related to Buying, Selling and Profit and Loss",Prices Related to Buying and Selling (Profit and Loss),
905,,Different Quantities,,Comparing Quantities,8,,,Class 8,"cost price, selling price, profit, loss",English,,,,"Finding cost price/selling price, profit %/loss%",Mathematics,Mathematics,"Cost price, Selling price, Profit Percentage, Loss Percentage",Prices Related to Buying and Selling (Profit and Loss),
906,,Different Quantities,,Comparing Quantities,8,,,Class 8,"Sales Tax, Value Added Tax",English,,,,,Mathematics,Mathematics,"Sales Tax, Value Added Tax",Sales Tax/Value Added Tax,
907,,Different Quantities,,Comparing Quantities,8,,,Class 8,"Interest, Simple Interest, Compound Interest, Principal, amount",English,,,,,Mathematics,Mathematics,Compound Interest,Compound Interest,
908,,Different Quantities,,Comparing Quantities,8,,,Class 8,"Interest, Simple Interest, Compound Interest, Principal, amount, Number , year, rate",English,,,,,Mathematics,Mathematics,Compound Interest,Deducing a Formula for Compound Interest,
909,,Different Quantities,,Comparing Quantities,8,,,Class 8,"annually, half yearly, quarterly, conversion period",English,,,,,Mathematics,Mathematics,"Rate Compounded Annually, Half Yearly and Semi Annually","Rate Compounded Annually or Half Yearly
  (Semi Annually)",
910,,Different Quantities,,Comparing Quantities,8,,,Class 8,compound interest,English,,,,,Mathematics,Mathematics,Compound Interest Formula,Applications of Compound Interest Formula,
911,,Algebraic Expressions and Identities,,Algebraic Expressions and Identities,9,,,Class 8,"algebraic expression, Number line",English,,,,,Mathematics,Mathematics,Expressions,What are Expressions?,
912,,Algebraic Expressions and Identities,,Algebraic Expressions and Identities,9,,,Class 8,"number line, expression, variable, distance, origin",English,,,,Number line and an expression,Mathematics,Mathematics,Expressions,What are Expressions?,
913,,Algebraic Expressions and Identities,,Algebraic Expressions and Identities,9,,,Class 8,"Term, factor, numerical coefficient, product",English,,,,,Mathematics,Mathematics,"Terms, Factors and Coefficients","Terms, Factors and Coefficients",
914,,Algebraic Expressions and Identities,,Algebraic Expressions and Identities,9,,,Class 8,"monomial, binomial, polynomial, trinomial",English,,,,,Mathematics,Mathematics,"Monomials, Binomials and Polynomials","Monomials, Binomials and Polynomials",
915,,Algebraic Expressions and Identities,,Algebraic Expressions and Identities,9,,,Class 8,"like term, unlike term",English,,,,,Mathematics,Mathematics,Like and Unlike Terms,Like and Unlike Terms,
916,,Algebraic Expressions and Identities,,Algebraic Expressions and Identities,9,,,Class 8,"addition, subtraction, algebraic expression",English,,,,,Mathematics,Mathematics,Addition and Subtraction of Algebraic Expressions,Addition and Subtraction of Algebraic Expressions,
917,,Algebraic Expressions and Identities,,Algebraic Expressions and Identities,9,,,Class 8,"multiplication, algebraic expression, pattern, dot",English,,,,,Mathematics,Mathematics,Multiplication of Algebraic Expressions: Introduction,Multiplication of Algebraic Expressions: Introduction,
918,,Algebraic Expressions and Identities,,Algebraic Expressions and Identities,9,,,Class 8,"product, monomial,coefficient",English,,,,Multiplying two monomials,Mathematics,Mathematics,Multiplication of a Monomial by a Monomial,Multiplying a Monomial by a Monomial,
919,,Algebraic Expressions and Identities,,Algebraic Expressions and Identities,9,,,Class 8,"monomial, product, length, breadth, area",English,,,,Multiplying three or more monomials,Mathematics,Mathematics,Multiplication of a Monomial by a Monomial,Multiplying a Monomial by a Monomial,
